ticker,signal_date,entry_date,entry_price,exit_date,exit_price,hold_days,ret_pct
1582,2024-01-03,2024-01-04,78.9,2024-01-08,79.0,2,0.13
1582,2024-01-11,2024-01-12,75.5,2024-01-15,74.2,1,-1.72
1582,2024-01-19,2024-01-22,74.3,2024-01-26,74.5,4,0.27
1582,2024-02-05,2024-02-15,79.7,2024-03-01,78.7,10,-1.25
1582,2024-03-04,2024-03-05,83.8,2024-03-11,81.2,4,-3.1
1582,2024-03-12,2024-03-13,92.4,2024-03-25,88.4,8,-4.33
1582,2024-03-29,2024-04-01,93.8,2024-04-17,86.9,10,-7.36
1582,2024-04-30,2024-05-02,92.0,2024-05-15,97.0,9,5.43
1582,2024-06-03,2024-06-04,113.0,2024-06-25,110.5,14,-2.21
1582,2024-08-13,2024-08-14,110.0,2024-09-05,106.0,16,-3.64
1582,2024-09-09,2024-09-10,109.5,2024-09-26,109.0,11,-0.46
1582,2024-10-23,2024-10-24,106.5,2024-11-01,100.0,5,-6.1
1582,2024-11-04,2024-11-05,101.0,2024-11-06,101.5,1,0.5
1582,2024-12-02,2024-12-03,92.7,2024-12-11,91.0,6,-1.83
1582,2024-12-25,2024-12-26,91.6,2025-01-02,91.1,4,-0.55
1582,2025-01-09,2025-01-10,91.7,2025-02-26,105.0,26,14.5
1582,2025-02-27,2025-03-03,103.5,2025-03-04,103.0,1,-0.48
1582,2025-04-23,2025-04-24,76.5,2025-05-06,76.9,7,0.52
1582,2025-05-12,2025-05-13,78.2,2025-05-28,77.9,11,-0.38
1582,2025-07-03,2025-07-04,72.0,2025-07-07,69.8,1,-3.06
1582,2025-07-11,2025-07-14,71.0,2025-07-23,69.0,7,-2.82
1582,2025-08-05,2025-08-06,71.5,2025-08-08,69.4,2,-2.94
1582,2025-08-25,2025-08-26,68.4,2025-09-04,69.5,7,1.61
1582,2025-09-23,2025-09-24,70.0,2025-09-30,68.5,3,-2.14
1582,2025-10-23,2025-10-27,70.5,2025-11-04,70.0,6,-0.71
1582,2025-12-23,2025-12-24,66.5,2026-01-05,66.1,6,-0.6
1582,2026-01-19,2026-01-20,69.4,2026-02-03,66.7,10,-3.89
1582,2026-02-23,2026-02-24,70.0,2026-03-24,86.8,19,24.0
1582,2026-03-25,2026-03-26,85.6,2026-04-13,97.0,10,13.32
1582,2026-05-15,2026-05-18,99.4,2026-06-04,110.0,13,10.66
1605,2024-02-19,2024-02-20,36.6,2024-02-27,35.8,5,-2.19
1605,2024-02-29,2024-03-01,36.7,2024-03-04,36.2,1,-1.36
1605,2024-03-12,2024-03-13,35.6,2024-03-14,35.85,1,0.7
1605,2024-03-15,2024-03-18,37.1,2024-04-03,37.15,12,0.13
1605,2024-04-09,2024-04-10,39.1,2024-04-23,38.5,9,-1.53
1605,2024-05-17,2024-05-20,36.95,2024-05-31,37.05,9,0.27
1605,2024-06-20,2024-06-21,36.1,2024-06-24,36.05,1,-0.14
1605,2024-07-03,2024-07-04,35.55,2024-07-12,35.35,6,-0.56
1605,2024-07-26,2024-07-29,36.1,2024-07-31,34.6,2,-4.16
1605,2024-08-07,2024-08-08,32.35,2024-08-09,32.55,1,0.62
1605,2024-08-20,2024-08-21,33.6,2024-09-05,33.75,11,0.45
1605,2024-09-27,2024-09-30,35.9,2024-10-11,32.8,6,-8.64
1605,2024-11-08,2024-11-11,30.0,2024-11-12,28.6,1,-4.67
1605,2024-11-19,2024-11-20,29.0,2024-11-28,27.5,6,-5.17
1605,2024-12-19,2024-12-20,25.05,2024-12-23,24.85,1,-0.8
1605,2025-01-13,2025-01-14,21.9,2025-03-03,27.0,26,23.29
1605,2025-05-13,2025-05-14,22.5,2025-05-27,22.6,9,0.44
1605,2025-06-05,2025-06-06,21.2,2025-06-09,21.1,1,-0.47
1605,2025-06-24,2025-06-25,21.55,2025-07-07,20.7,8,-3.94
1605,2025-07-21,2025-07-22,21.45,2025-08-06,21.4,11,-0.23
1605,2025-08-08,2025-08-11,21.95,2025-08-13,21.9,2,-0.23
1605,2025-08-14,2025-08-15,23.1,2025-09-01,22.9,11,-0.87
1605,2025-09-04,2025-09-05,22.85,2025-09-09,22.45,2,-1.75
1605,2025-09-18,2025-09-19,23.25,2025-10-16,27.45,16,18.06
1605,2025-11-06,2025-11-07,30.1,2025-11-11,29.7,2,-1.33
1605,2025-11-12,2025-11-13,31.7,2025-11-20,30.05,5,-5.21
1605,2025-12-23,2025-12-24,31.45,2026-01-19,43.0,16,36.72
